,Name,Country,Latitude,Longitude,DT,Weather,Temperature,Max. Temperature,Min. Temperature,Clouds,Wind Speed,Humidity,Pressure,Sunrise,Sunset
529,Conakry,GN,9.52,-13.7,1538184710,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",79.23,79.23,79.23,76,4.43,100,1020.8,1538203407,1538246798
530,Ugoofaaru,MV,5.67,73.0,1538184710,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",81.57,81.57,81.57,92,18.52,100,1023.88,1538182563,1538226039
531,Narrabri,AU,-30.33,149.78,1538184710,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '02d'}]",70.5,70.5,70.5,8,11.14,39,991.7,1538163736,1538208053
532,Riyadh,SA,24.63,46.72,1538182800,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",77.0,77.0,77.0,0,2.24,14,1014.0,1538189055,1538232141
533,Kinsale,IE,51.71,-8.52,1538181000,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",44.6,44.6,44.6,20,4.7,87,1033.0,1538202687,1538244983
534,Kamiiso,JP,41.82,140.65,1538182800,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",64.4,64.4,64.4,40,3.36,77,1020.0,1538166696,1538209405
535,Neftcala,AZ,39.37,49.25,1538184770,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",66.54,66.54,66.54,92,3.76,97,1033.44,1538188616,1538231350
536,Tiznit,MA,29.7,-9.73,1538184771,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",69.51,69.51,69.51,44,3.98,93,1008.16,1538202662,1538245619
537,Teocuitatlan de Corona,MX,20.09,-103.38,1538182200,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",73.4,73.4,73.4,75,1.63,56,1019.0,1538225039,1538268193
538,Praya,ID,-8.71,116.27,1538182800,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",86.0,86.0,86.0,20,3.36,62,1012.0,1538172039,1538215810
539,Shimoda,JP,34.7,138.93,1538182800,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",66.2,66.2,66.2,75,9.17,77,1020.0,1538167024,1538209912
540,Nikel,NO,69.41,30.21,1538182200,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",30.2,30.2,30.2,0,9.17,80,1006.0,1538193939,1538235083
541,Arteaga,MX,25.45,-100.85,1538181600,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",64.4,64.4,64.4,75,2.3,72,1023.0,1538224491,1538267522
542,Smoky Lake,CA,54.11,-112.47,1538184772,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",35.58,35.58,35.58,56,8.46,61,957.9,1538227715,1538269833
543,Port Hardy,CA,50.7,-127.42,1538182800,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",57.2,57.2,57.2,20,6.93,82,1010.0,1538231234,1538273496
544,Kieta,PG,-6.22,155.63,1538184772,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",81.12,81.12,81.12,8,8.23,99,1002.08,1538162621,1538206337
545,Kasongo-Lunda,CD,-6.48,16.82,1538184772,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",68.52,68.52,68.52,76,1.74,97,948.01,1538195921,1538239651
546,Leningradskiy,RU,69.38,178.42,1538184529,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",42.0,42.0,42.0,88,16.8,91,1030.48,1538158273,1538199625
547,Celestun,MX,20.87,-90.4,1538184772,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",82.11,82.11,82.11,32,12.03,100,1028.42,1538221932,1538265071
548,Nisia Floresta,BR,-6.09,-35.21,1538182800,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",77.0,77.0,77.0,20,3.36,83,1015.0,1538208408,1538252132
549,Torata,PE,-17.08,-70.84,1538184773,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",33.51,33.51,33.51,0,1.74,66,684.4,1538216828,1538260820
550,Skjervoy,NO,70.03,20.97,1538184773,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",38.28,38.28,38.28,92,14.5,100,1004.35,1538196198,1538237254
551,Ola,RU,59.58,151.3,1538182800,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",51.8,51.8,51.8,90,11.18,87,991.0,1538164451,1538206502
552,Bontoc,PH,17.09,120.98,1538184773,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",79.5,79.5,79.5,32,2.75,75,930.5,1538171156,1538214411
553,Escanaba,US,45.75,-87.06,1538182560,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",44.06,44.06,44.06,90,8.05,85,1020.0,1538221448,1538263922
554,Alofi,NU,-19.06,-169.92,1538182800,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",80.6,80.6,80.6,75,16.11,61,1015.0,1538240568,1538284630
555,Kattivakkam,IN,13.22,80.32,1538181000,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]",80.6,80.6,80.6,40,4.7,88,1009.0,1538180878,1538224204
556,Warren,US,42.48,-83.03,1538183940,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",52.83,55.4,50.0,90,3.36,76,1022.0,1538220429,1538263013
557,Sunbury,US,40.86,-76.79,1538183400,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",55.33,57.02,51.98,20,3.98,96,1020.0,1538218906,1538261543
558,Rock Springs,US,41.59,-109.2,1538182440,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",66.92,66.92,66.92,1,17.22,7,1017.0,1538226701,1538269301
559,San Carlos del Zulia,VE,9.0,-71.91,1538184774,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",76.89,76.89,76.89,44,4.21,98,1024.12,1538217371,1538260769
560,Agadir,MA,30.42,-9.58,1538182800,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",69.8,69.8,69.8,40,4.7,88,1014.0,1538202634,1538245574
561,Taoudenni,ML,22.68,-3.98,1538184775,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",70.23,70.23,70.23,0,3.42,38,989.03,1538201206,1538244323
562,Waddan,LY,29.16,16.14,1538184775,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",50.43,50.43,50.43,0,3.2,58,982.54,1538196445,1538239422
563,Mingyue,CN,43.11,128.91,1538184775,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",57.63,57.63,57.63,48,3.09,80,958.79,1538169533,1538212200
564,Tautira,PF,-17.73,-149.15,1538182800,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",82.4,82.4,82.4,20,17.22,61,1010.0,1538235603,1538279626
565,Crangurile de Sus,RO,44.77,25.23,1538184775,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",41.43,41.43,41.43,44,1.41,81,976.22,1538194460,1538237025
566,Neuss,DE,51.2,6.69,1538184000,"[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50n'}]",39.2,39.2,39.2,0,1.12,100,1030.0,1538199022,1538241349
567,Fairbanks,US,64.84,-147.72,1538182680,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",54.68,55.04,54.5,1,11.41,7,1027.0,1538236522,1538277910
568,Kangaba,ML,11.94,-8.41,1538184776,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",68.79,68.79,68.79,48,3.53,99,982.79,1538202161,1538245503
569,Syracuse,US,43.05,-76.15,1538182560,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",56.48,59.0,55.04,20,4.16,86,1018.0,1538218785,1538261354
570,Trofors,NO,65.54,13.39,1538182200,"[{'id': 520, 'main': 'Rain', 'description': 'light intensity shower rain', 'icon': '09n'}]",42.8,42.8,42.8,92,13.87,87,1008.0,1538197803,1538239311
571,Bagdarin,RU,54.44,113.59,1538184776,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",51.06,51.06,51.06,0,3.42,54,889.73,1538173399,1538215665
572,Vuktyl,RU,63.86,57.31,1538184776,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",38.19,38.19,38.19,88,4.99,98,980.92,1538187177,1538228867
573,Tecpan,GT,14.76,-90.99,1538182800,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",69.8,69.8,69.8,75,9.17,68,1023.0,1538222009,1538265282
574,Awbari,LY,26.59,12.77,1538184777,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",65.1,65.1,65.1,92,3.2,74,959.28,1538197226,1538240261
575,Terra Rica,BR,-22.73,-52.62,1538184777,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",75.81,75.81,75.81,80,7.78,67,987.73,1538212384,1538256527
576,Inzer,RU,54.22,57.56,1538184777,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",44.49,44.49,44.49,44,11.03,79,956.2,1538186859,1538229094
577,Broome,GB,52.47,1.45,1538182560,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",39.51,44.6,35.6,0,2.24,93,1032.0,1538200306,1538242577
578,Nemuro,JP,43.32,145.57,1538182800,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",57.2,57.2,57.2,75,8.05,87,1020.0,1538165534,1538208203
579,Hanyang,CN,32.14,105.51,1538184777,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",68.7,68.7,68.7,0,0.51,65,932.69,1538175020,1538217956
580,Tura,IN,25.52,90.21,1538184777,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",80.22,80.22,80.22,36,3.31,93,1012.29,1538178624,1538221701
581,Basco,US,40.33,-91.2,1538183700,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",49.57,51.08,48.2,90,5.82,76,1026.0,1538222359,1538265006
582,Baryatino,RU,54.31,34.52,1538184778,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",37.56,37.56,37.56,68,3.98,92,1000.54,1538192397,1538234612
583,Tarbert,GB,55.86,-5.42,1538184000,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",50.07,51.8,48.2,75,9.17,87,1030.0,1538202030,1538244142
584,Iwaki,JP,37.05,140.89,1538179200,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",64.4,64.4,64.4,75,3.36,88,1021.0,1538166580,1538209412
585,Matadi,CD,-5.83,13.46,1538184778,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",71.31,71.31,71.31,92,4.76,96,1001.84,1538196734,1538240450
586,Koutsouras,GR,35.03,25.95,1538184778,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",76.35,76.35,76.35,0,20.87,97,1020.39,1538194157,1538236996
587,Sinjar,SY,35.59,37.0,1538184778,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",59.7,59.7,59.7,0,6.22,89,983.19,1538191510,1538234339
588,Port Hedland,AU,-20.31,118.58,1538182800,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",82.4,82.4,82.4,40,11.41,61,1013.0,1538171354,1538215396
589,Akdepe,TM,42.05,59.39,1538182800,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",53.58,55.4,51.8,0,11.41,47,1023.0,1538186216,1538228880
590,Morgan City,US,29.7,-91.21,1538183700,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",72.73,73.94,71.6,1,3.36,97,1019.0,1538222225,1538265158
591,San Jeronimo,PE,-13.65,-73.37,1538184839,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",50.16,50.16,50.16,92,1.63,53,672.25,1538217477,1538261382
592,Saraza,PH,8.74,117.78,1538184839,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",81.3,81.3,81.3,80,7.0,94,1007.43,1538171846,1538215264
593,Mabay,CU,20.35,-76.78,1538182200,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",78.8,78.8,78.8,20,8.05,83,1015.0,1538218657,1538261810
594,Tomatlan,MX,19.93,-105.25,1538184840,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",76.35,76.35,76.35,0,3.2,88,986.76,1538225487,1538268643
595,Pangnirtung,CA,66.15,-65.72,1538184840,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",28.02,28.02,28.02,20,5.77,87,1007.75,1538216857,1538258218
596,Vao,EE,59.1,26.19,1538184840,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",34.68,34.68,34.68,32,5.66,84,1020.96,1538194513,1538236481
597,Bitung,ID,1.44,125.19,1538182800,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",89.6,89.6,89.6,20,8.05,46,1010.0,1538169999,1538213561
598,Kenai,US,60.55,-151.26,1538182560,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",55.0,57.02,53.06,75,8.05,66,1024.0,1538237214,1538278933
599,Whitecourt,CA,54.14,-115.68,1538182800,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",41.0,41.0,41.0,75,4.7,60,1021.0,1538228487,1538270601
600,Medea,DZ,36.27,2.77,1538182800,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",57.2,57.2,57.2,20,1.12,93,1017.0,1538199738,1538242537
601,Yuncheng,CN,35.03,111.0,1538184841,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",70.86,70.86,70.86,0,3.65,63,959.93,1538173734,1538216604
602,Hualmay,PE,-11.1,-77.61,1538184841,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",55.92,55.92,55.92,20,4.54,92,987.65,1538218524,1538262368
603,Alghero,IT,40.56,8.32,1538182200,"[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50n'}]",53.6,53.6,53.6,0,1.12,100,1014.0,1538198461,1538241145
604,Sungurlare,BG,42.77,26.78,1538182800,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",55.4,55.4,55.4,20,6.93,76,1016.0,1538194058,1538236686
605,Piacabucu,BR,-10.41,-36.43,1538184841,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",71.85,71.85,71.85,88,4.09,96,1017.56,1538208653,1538252476
606,Saint Leonard,US,38.47,-76.51,1538183280,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",63.39,66.92,60.8,1,1.52,100,1021.0,1538218805,1538261512
607,Rome,IT,41.89,12.48,1538182200,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",59.88,62.6,57.2,0,5.82,62,1013.0,1538197481,1538240127
608,Panaba,MX,21.28,-88.27,1538184842,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",76.44,76.44,76.44,0,2.64,92,1025.5,1538221425,1538264555
609,Mogzon,RU,51.74,111.97,1538184842,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",46.11,46.11,46.11,68,6.55,96,915.18,1538173737,1538216110
610,Vostok,RU,46.45,135.83,1538184842,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",58.26,58.26,58.26,0,2.75,61,966.09,1538167918,1538210489
