,Name,Country,Latitude,Longitude,DT,Weather,Temperature,Max. Temperature,Min. Temperature,Clouds,Wind Speed,Humidity,Pressure,Sunrise,Sunset
261,Jalingo,NG,10.3,10.93,1538184366,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",71.16,71.16,71.16,48,8.41,90,977.46,1538197504,1538240881
262,Ispica,IT,36.79,14.91,1538178900,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",68.0,68.0,68.0,75,5.82,88,1014.0,1538196829,1538239620
263,Benghazi,LY,32.12,20.07,1538184366,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",76.83,76.83,76.83,76,41.74,100,1022.53,1538195534,1538238444
264,Goranboy,AZ,40.61,46.79,1538181000,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",60.8,60.8,60.8,90,3.6,82,1019.0,1538189222,1538231923
265,Zhanaozen,KZ,43.35,52.85,1538184427,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",50.91,50.91,50.91,0,11.21,37,1017.99,1538187805,1538230428
266,Aljezur,PT,37.31,-8.8,1538184427,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",69.27,69.27,69.27,0,12.21,100,1026.34,1538202530,1538245297
267,Frankfort,US,38.2,-84.87,1538182440,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",59.77,60.98,59.0,1,3.6,89,1022.0,1538220809,1538263521
268,Labuhan,ID,-2.54,115.51,1538184427,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",78.18,78.18,78.18,0,2.59,76,998.05,1538172284,1538215925
269,Pisco,PE,-13.71,-76.2,1538182800,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",62.6,62.6,62.6,0,9.17,88,1013.0,1538218155,1538262062
270,Nioaque,BR,-21.16,-55.83,1538184427,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",80.43,80.43,80.43,92,5.06,67,992.37,1538213175,1538257274
271,Monrovia,LR,6.33,-10.8,1538184428,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",75.39,75.39,75.39,80,5.39,97,1015.64,1538202679,1538246137
272,Kaeo,NZ,-35.1,173.78,1538184428,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",60.99,60.99,60.99,64,1.14,53,1026.99,1538157905,1538202372
273,Bredasdorp,ZA,-34.53,20.04,1538182800,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",55.4,55.4,55.4,36,3.36,62,1027.0,1538194776,1538239278
274,Tenamaxtlan,MX,20.22,-104.17,1538184428,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",67.02,67.02,67.02,56,2.48,89,846.95,1538225230,1538268381
275,Kulhudhuffushi,MV,6.62,73.07,1538184428,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",78.9,78.9,78.9,92,14.0,100,1021.88,1538182555,1538226012
276,Havelock,US,34.88,-76.9,1538183280,"[{'id': 211, 'main': 'Thunderstorm', 'description': 'thunderstorm', 'icon': '11n'}]",78.03,80.96,73.94,75,3.71,100,1019.0,1538218852,1538261658
277,Asyut,EG,27.18,31.19,1538179200,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",73.4,73.4,73.4,0,9.17,53,1013.0,1538192810,1538235837
278,Baoying,CN,33.24,119.31,1538184429,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",68.64,68.64,68.64,0,2.15,87,1026.42,1538171718,1538214634
279,Rizhao,CN,35.43,119.46,1538184429,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",66.21,66.21,66.21,0,4.38,94,1018.56,1538171707,1538214571
280,Saint Anthony,US,43.97,-111.68,1538182560,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",70.32,73.04,66.02,1,8.05,3,1011.0,1538227333,1538269855
281,Rajakhera,IN,26.9,78.17,1538184393,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",71.07,71.07,71.07,0,2.59,76,1002.91,1538181528,1538224574
282,Flinders,AU,-34.58,150.85,1538182440,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",59.0,59.0,59.0,40,17.22,44,1019.0,1538163412,1538207869
283,Banda Aceh,ID,5.56,95.32,1538184192,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",73.05,73.05,73.05,0,1.92,99,996.83,1538177206,1538220685
284,Rio Gallegos,AR,-51.62,-69.22,1538179200,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",44.6,44.6,44.6,90,2.24,65,989.0,1538215754,1538261165
285,Gravdal,NO,59.79,5.78,1538182200,"[{'id': 300, 'main': 'Drizzle', 'description': 'light intensity drizzle', 'icon': '09n'}]",50.0,50.0,50.0,92,14.99,76,1022.0,1538199438,1538241349
286,Kudahuvadhoo,MV,2.67,72.89,1538184429,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",78.18,78.18,78.18,76,17.25,100,1022.77,1538182561,1538226097
287,Cidreira,BR,-30.17,-50.22,1538184430,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",66.93,66.93,66.93,56,20.15,92,1020.59,1538211697,1538256069
288,Khani,GE,41.96,42.96,1538181000,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",59.0,59.0,59.0,44,2.24,100,1018.0,1538190161,1538232820
289,Whakatane,NZ,-37.96,176.99,1538184430,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",56.67,56.67,56.67,0,8.97,100,1038.5,1538157085,1538201656
290,Ca Mau,VN,9.18,105.15,1538184430,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",80.88,80.88,80.88,20,2.93,96,1022.05,1538174881,1538218290
291,Tharad,IN,24.39,71.63,1538184430,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",67.2,67.2,67.2,0,2.71,62,1019.21,1538183073,1538226170
292,Mapiripan,CO,2.89,-72.13,1538184430,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",79.44,79.44,79.44,44,2.37,85,988.32,1538217361,1538260889
293,Kutum,SD,14.2,24.66,1538184431,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",77.37,77.37,77.37,68,7.96,41,896.72,1538194246,1538237546
294,Bontang,ID,0.12,117.47,1538184431,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '02d'}]",82.05,82.05,82.05,8,6.51,96,1020.75,1538171839,1538215427
295,Changchun,CN,43.88,125.32,1538179200,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",57.2,57.2,57.2,40,8.95,76,1015.0,1538170405,1538213049
296,Letterkenny,IE,54.95,-7.73,1538184431,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",49.74,49.74,49.74,56,15.12,100,1038.5,1538202564,1538244719
297,Arcata,US,40.87,-124.08,1538182500,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",60.89,62.6,59.0,90,4.7,80,1010.0,1538230264,1538272880
298,Iquitos,PE,-3.75,-73.25,1538182800,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",77.0,77.0,77.0,40,4.27,94,1009.0,1538217560,1538261233
299,Sorong,ID,-0.86,131.25,1538184431,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",81.15,81.15,81.15,32,5.61,100,1021.15,1538168523,1538212131
300,Georgetown,GY,6.8,-58.16,1538182800,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",77.0,77.0,77.0,0,4.7,94,1011.0,1538214049,1538257494
301,Hasaki,JP,35.73,140.83,1538181840,"[{'id': 520, 'main': 'Rain', 'description': 'light intensity shower rain', 'icon': '09d'}]",68.94,71.6,66.2,75,4.7,100,1021.0,1538166579,1538209443
302,Show Low,US,34.25,-110.03,1538182440,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",80.96,80.96,80.96,1,3.36,3,1019.0,1538226799,1538269610
303,Trat,TH,12.25,102.51,1538179200,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]",77.0,77.0,77.0,20,2.24,100,1008.0,1538175543,1538218892
304,Ambon,FR,47.55,-2.56,1538182800,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",55.4,55.4,55.4,0,11.41,76,1026.0,1538201179,1538243637
305,Muros,ES,42.77,-9.06,1538182800,"[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50n'}]",60.8,60.8,60.8,40,4.7,100,1019.0,1538202666,1538245277
306,Mazamari,PE,-11.33,-74.53,1538184433,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",75.21,75.21,75.21,48,0.92,69,898.1,1538217783,1538261631
307,Svetlogorsk,RU,53.14,59.15,1538181000,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",46.4,46.4,46.4,40,20.13,65,1011.0,1538186454,1538228738
308,Dhidhdhoo,MV,6.88,73.1,1538184433,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",78.9,78.9,78.9,92,14.0,100,1021.88,1538182551,1538226002
309,Nioro,GM,13.79,-15.05,1538184433,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",78.99,78.99,78.99,68,8.41,79,1022.94,1538203773,1538247076
310,Dicabisagan,PH,17.08,122.42,1538184433,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",81.24,81.24,81.24,12,5.06,100,992.45,1538170810,1538214066
311,Sinnamary,GF,5.38,-52.96,1538184320,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",82.59,82.59,82.59,0,14.23,94,1023.67,1538212787,1538256262
312,Lucea,JM,18.44,-78.17,1538182800,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",80.6,80.6,80.6,20,2.24,69,1012.0,1538218971,1538262165
313,Shache,CN,38.42,77.24,1538184434,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",41.37,41.37,41.37,0,2.93,87,895.75,1538181881,1538224654
314,Marsaxlokk,MT,35.84,14.54,1538181900,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",66.2,66.2,66.2,0,4.7,63,1012.0,1538196906,1538239721
315,Nakhon Phanom,LA,17.4,104.79,1538184434,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",75.21,75.21,75.21,88,3.94,92,996.26,1538175045,1538218292
316,Dunkirk,FR,51.03,2.38,1538182200,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",42.8,42.8,42.8,20,3.36,87,1031.0,1538200054,1538242385
317,Lavrentiya,RU,65.58,-170.99,1538184434,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",44.7,44.7,44.7,92,28.88,91,1021.64,1538242151,1538283446
318,Ternate,PH,14.29,120.72,1538179200,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",84.2,84.2,84.2,40,4.7,94,1008.0,1538171192,1538214502
319,Saryg-Sep,RU,51.49,95.55,1538184435,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",34.89,34.89,34.89,32,2.48,95,904.83,1538177677,1538220050
320,Richards Bay,ZA,-28.77,32.06,1538184435,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",67.56,67.56,67.56,88,4.38,84,1016.94,1538191989,1538236291
321,Juneau,US,58.3,-134.42,1538182560,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",52.2,53.06,51.08,90,3.15,89,1023.0,1538233097,1538274975
322,Hay River,CA,60.82,-115.79,1538182800,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",37.4,37.4,37.4,75,12.75,51,1024.0,1538228695,1538270429
323,Karachi,PK,24.87,67.03,1538180700,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",80.6,80.6,80.6,40,6.93,78,1010.0,1538184182,1538227268
324,Lompoc,US,34.64,-120.46,1538182980,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",62.78,68.0,58.64,75,6.93,77,1012.0,1538229309,1538272105
325,Shingu,JP,33.72,135.99,1538180640,"[{'id': 522, 'main': 'Rain', 'description': 'heavy intensity shower rain', 'icon': '09d'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]",69.8,69.8,69.8,75,4.7,94,1015.0,1538167719,1538210629
326,San Quintin,PH,17.54,120.52,1538179200,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",78.8,78.8,78.8,75,4.7,88,1007.0,1538171270,1538214517
327,Harper,US,30.3,-99.24,1538182500,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",72.91,75.02,71.6,1,8.75,73,1019.0,1538224160,1538267076
328,Coihaique,CL,-45.58,-72.07,1538184000,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",44.6,44.6,44.6,90,2.24,100,995.0,1538216619,1538261655
329,Lewisporte,CA,49.25,-55.06,1538183400,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",48.2,48.2,48.2,90,2.24,100,1023.0,1538213822,1538256186
330,Belmonte,PT,40.36,-7.35,1538184437,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '02n'}]",58.29,58.29,58.29,8,3.38,73,964.73,1538202222,1538244905
331,Lingao,CN,19.91,109.69,1538184496,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",76.2,76.2,76.2,56,7.52,100,1017.34,1538173892,1538217090
332,Puerto Escondido,MX,15.86,-97.07,1538181660,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",82.4,82.4,82.4,90,11.41,74,1015.0,1538223480,1538266728
333,Ust-Omchug,RU,61.13,149.63,1538184496,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",28.95,28.95,28.95,88,3.6,99,904.75,1538164893,1538206857
334,Gizo,IL,31.8,34.94,1538182200,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",71.6,71.6,71.6,0,3.36,78,1015.0,1538191960,1538234882
335,Hun,BE,50.34,4.87,1538182200,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",42.8,42.8,42.8,0,6.93,93,1030.0,1538199443,1538241803
336,Windhoek,NA,-22.57,17.08,1538182800,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",60.48,64.4,57.2,0,11.41,23,1023.0,1538195669,1538239792
337,Namibe,AO,-15.19,12.15,1538184497,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",68.55,68.55,68.55,12,7.4,99,1019.69,1538196945,1538240876
338,Ipojuca,BR,-8.4,-35.06,1538182800,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",78.8,78.8,78.8,75,9.17,78,1015.0,1538208347,1538252123
339,Paoua,CF,7.24,16.43,1538184497,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",68.37,68.37,68.37,12,2.93,95,949.09,1538196154,1538239594
340,Camacha,PT,33.08,-16.33,1538182800,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",72.63,73.4,71.6,75,10.29,78,1019.0,1538204286,1538247159
341,Morondava,MG,-20.3,44.28,1538184498,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",70.98,70.98,70.98,0,2.93,100,1022.29,1538189175,1538233231
342,Barabinsk,RU,55.35,78.35,1538184498,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",44.43,44.43,44.43,36,13.67,89,1012.15,1538181886,1538224087
343,Tongliao,CN,43.61,122.27,1538184498,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",49.29,49.29,49.29,0,7.52,84,1005.5,1538171134,1538213784
344,Vyazemskiy,RU,47.53,134.76,1538184498,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",53.79,53.79,53.79,12,3.38,71,1006.15,1538168191,1538210727
345,Temiscaming,CA,46.72,-79.1,1538182800,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",46.4,46.4,46.4,90,5.82,93,1016.0,1538219552,1538261997
346,Mishan,CN,45.55,131.88,1538184498,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",56.94,56.94,56.94,0,4.72,82,1012.39,1538168853,1538211450
347,Urusha,RU,54.05,122.9,1538184498,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '02d'}]",46.14,46.14,46.14,8,2.26,82,973.65,1538171154,1538213443
348,Prince Rupert,CA,54.32,-130.32,1538182800,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",59.0,59.0,59.0,1,6.93,77,1015.0,1538232009,1538274105
349,Rudnya,RU,50.8,44.56,1538184499,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",47.76,47.76,47.76,0,10.76,85,1008.58,1538189916,1538232283
350,Salto,UY,-31.39,-57.96,1538184499,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",75.93,75.93,75.93,76,13.67,73,1015.64,1538213533,1538257949
351,Puerto Guzman,BO,-14.32,-67.54,1538184499,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",76.02,76.02,76.02,12,1.14,91,954.76,1538216071,1538259992
352,Boyolangu,ID,-8.09,111.9,1538184499,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",71.52,71.52,71.52,20,4.5,85,981.83,1538173094,1538216852
353,Omboue,GA,-1.57,9.26,1538184499,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",77.37,77.37,77.37,88,6.73,100,1025.04,1538197786,1538241410
354,Coahuayana,MX,18.62,-100.35,1538184499,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",81.96,81.96,81.96,24,2.26,52,899.64,1538224296,1538267483
355,Eha Amufu,NG,6.65,7.77,1538184500,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",71.52,71.52,71.52,92,4.72,99,1005.67,1538198226,1538241678
356,Mandalgovi,MN,45.76,106.27,1538184500,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",27.6,27.6,27.6,0,14.0,80,876.21,1538175008,1538217585
357,Porto Novo,BR,-23.68,-45.44,1538182800,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",69.8,69.8,69.8,40,5.82,83,1019.0,1538210649,1538254817
358,Mandapam,IN,9.28,79.12,1538184500,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",80.61,80.61,80.61,48,3.15,100,1021.15,1538181129,1538224533
359,Aykhal,RU,65.95,111.51,1538184500,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",31.11,31.11,31.11,32,2.71,87,972.11,1538174219,1538215806
360,Provost,CA,52.35,-110.26,1538184500,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",41.37,41.37,41.37,76,4.16,63,950.06,1538227145,1538269347
361,Coxim,BR,-18.5,-54.75,1538184501,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",74.94,74.94,74.94,48,2.93,82,984.27,1538212951,1538256978
362,Fort Nelson,CA,58.81,-122.69,1538182800,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",44.6,44.6,44.6,75,6.93,56,1027.0,1538230292,1538272149
363,Grindavik,IS,63.84,-22.43,1538181000,"[{'id': 521, 'main': 'Rain', 'description': 'shower rain', 'icon': '09n'}]",43.48,44.6,42.8,75,20.8,87,991.0,1538206351,1538247960
364,Cabay,PH,11.45,125.49,1538184501,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '02d'}]",83.94,83.94,83.94,8,8.86,84,1008.18,1538170021,1538213387
365,Silver City,US,32.77,-108.28,1538181300,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",81.68,81.68,81.68,1,9.17,21,1019.0,1538226360,1538269211
366,Turukhansk,RU,65.8,87.96,1538184501,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",49.83,49.83,49.83,76,19.04,90,1013.12,1538179877,1538221450
367,Praia da Vitoria,PT,38.73,-27.07,1538182800,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",71.6,71.6,71.6,75,17.81,100,1024.0,1538206936,1538249656
368,Sisimiut,GL,66.94,-53.67,1538184329,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",30.48,30.48,30.48,88,10.2,97,991.72,1538213994,1538255295
369,Price,US,39.6,-110.81,1538182380,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",73.04,73.04,73.04,1,6.93,5,1017.0,1538227058,1538269719
370,Mezen,RU,65.85,44.24,1538184407,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",39.75,39.75,39.75,76,4.38,96,1002.5,1538190395,1538231913
371,Pacific Grove,US,36.62,-121.92,1538182500,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",63.07,66.2,60.08,1,9.17,62,1011.0,1538229685,1538272427
372,Inirida,CO,3.87,-67.92,1538184502,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '02n'}]",81.33,81.33,81.33,8,2.59,78,1002.5,1538216361,1538259868
373,Mayskiy,RU,43.63,44.06,1538179200,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",55.4,55.4,55.4,75,2.24,71,1018.0,1538189920,1538232531
374,Atar,MR,20.52,-13.05,1538184347,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",77.28,77.28,77.28,0,6.06,30,993.51,1538203361,1538246523
375,Herat,AF,34.35,62.22,1538183100,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",59.0,59.0,59.0,0,2.24,24,1021.0,1538185439,1538228309
376,Ardmore,US,34.99,-86.85,1538182680,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",66.61,69.98,62.6,75,2.93,85,1021.0,1538221242,1538264042
377,Karpogory,RU,64.0,44.44,1538184476,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",39.39,39.39,39.39,80,3.94,97,998.29,1538190276,1538231943
378,Viedma,AR,-40.81,-62.99,1538184563,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",52.26,52.26,52.26,64,9.75,95,1014.43,1538214558,1538259351
379,Nieuw Amsterdam,SR,5.88,-55.08,1538182800,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",80.94,82.4,78.8,20,2.24,88,1011.0,1538213301,1538256765
380,San Cristobal,EC,-0.39,-78.55,1538182800,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",55.4,55.4,55.4,0,13.87,71,1029.0,1538218868,1538262466
381,Los Llanos de Aridane,ES,28.66,-17.92,1538182800,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",73.4,73.4,73.4,0,9.17,73,1017.0,1538204617,1538247596
382,Tadine,NC,-21.55,167.88,1538184564,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",72.69,72.69,72.69,88,21.16,92,1033.15,1538159515,1538203579
383,Komsomolskiy,RU,67.55,63.78,1538184564,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",36.42,36.42,36.42,92,3.15,97,984.27,1538185768,1538227154
384,Baykit,RU,61.68,96.39,1538184529,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",29.85,29.85,29.85,0,4.38,81,977.46,1538177709,1538219588
385,Idaho Falls,US,43.49,-112.04,1538182380,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",72.45,73.04,71.96,1,11.41,3,1011.0,1538227412,1538269950
386,Sabha,LY,27.03,14.43,1538184564,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",67.2,67.2,67.2,44,2.15,65,978.19,1538196832,1538239858
387,Turayf,SA,31.68,38.65,1538182800,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",68.0,68.0,68.0,0,11.41,45,1017.0,1538191068,1538233994
388,Lata,IN,30.78,78.62,1538184564,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",45.87,45.87,45.87,0,2.26,86,785.91,1538181462,1538224420
389,Coari,BR,-4.09,-63.14,1538184565,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",78.0,78.0,78.0,24,1.7,91,1016.7,1538215131,1538258811
390,Astorga,ES,42.46,-6.05,1538182800,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",60.8,60.8,60.8,0,6.93,67,1022.0,1538201939,1538244561
391,Chulman,RU,56.84,124.9,1538184565,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",41.01,41.01,41.01,76,7.74,75,937.01,1538170732,1538212899
392,Port Augusta,AU,-32.49,137.76,1538182800,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",55.4,55.4,55.4,0,11.41,54,1030.0,1538166585,1538210975
393,Santa Lucia,IT,39.93,9.66,1538178900,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '02n'}]",62.6,62.6,62.6,5,8.05,63,1013.0,1538198131,1538240833
394,Balikpapan,ID,-1.24,116.86,1538181000,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",84.2,84.2,84.2,40,8.05,79,1010.0,1538171972,1538215587
